n_train,n_test,repetition,covariate_index,covariate,mse_mlm,mse_bayes,ratio_mlm_bayes,percent_reduction
20,78,14,2,Fish Oil,0.06362960259905379,0.036651608628817334,1.7360657548063252,42.39849514734772
20,78,14,3,Interaction SAMS-Fish Oil,0.05435660842039838,0.03347689154785527,1.6237053653173121,38.412471784585414
20,78,15,1,SAMS status,0.07333147417241448,0.05295198261645242,1.3848673939855476,27.790920318943122
20,78,15,2,Fish Oil,0.06494575110328422,0.03736306103986457,1.7382342157134894,42.47035347940541
20,78,15,3,Interaction SAMS-Fish Oil,0.10843328204303836,0.051740799962977875,2.095701692293619,52.28328517950662
20,78,16,1,SAMS status,0.03348591913997293,0.015191401108518857,2.204267986920251,54.633465352950324
20,78,16,2,Fish Oil,0.07818044890226915,0.03325719269396609,2.3507831710778633,57.460985245122046
20,78,16,3,Interaction SAMS-Fish Oil,0.06916141164556258,0.02140848583524285,3.230560637394935,69.045620489997
20,78,17,1,SAMS status,0.08792440502111812,0.03204249668858441,2.743993574397167,63.55676597312399
20,78,17,2,Fish Oil,0.08484624861942607,0.049445273052180674,1.7159627883920465,41.72367799787452
20,78,17,3,Interaction SAMS-Fish Oil,0.11433390967709327,0.05613516800313309,2.0367607997665904,50.9024329162954
20,78,18,1,SAMS status,0.0773808318460437,0.02038662938937829,3.795665794874368,73.65416098144387
20,78,18,2,Fish Oil,0.037001393607788674,0.025699313984413098,1.439781374328918,30.545010664129492
20,78,18,3,Interaction SAMS-Fish Oil,0.09595162330009901,0.024010128289677534,3.996297818256584,74.9768399284051
20,78,19,1,SAMS status,0.036530446881253544,0.018486936682917423,1.976014063758273,49.39307273461133
20,78,19,2,Fish Oil,0.07148760312530647,0.053511270722744475,1.3359354423800165,25.146083539900378
20,78,19,3,Interaction SAMS-Fish Oil,0.04176214826261503,0.019081797536088345,2.188585649943754,54.308390899588524
20,78,20,1,SAMS status,0.062415145799852995,0.03356271992815474,1.8596569626496462,46.22664179015058
20,78,20,2,Fish Oil,0.05307991215665612,0.03412036658629629,1.5556665261027567,35.718871414866
20,78,20,3,Interaction SAMS-Fish Oil,0.02777340120013099,0.011474904723117874,2.4203600701082433,58.683833353965476
20,78,21,1,SAMS status,0.05847596864278045,0.009965555681020963,5.867808129771007,82.95786130213796
20,78,21,2,Fish Oil,0.027493804658324225,0.026601610384776833,1.0335391076195133,3.245073879861382
20,78,21,3,Interaction SAMS-Fish Oil,0.09537707141843416,0.01381625766437286,6.903249326652121,85.51406804706892
20,78,22,1,SAMS status,0.059514383810718725,0.02666069225897892,2.2322895156885947,55.202943302292496
20,78,22,2,Fish Oil,0.04512705641746624,0.04014292870762002,1.1241595436682756,11.044655037409301
20,78,22,3,Interaction SAMS-Fish Oil,0.12047467480857801,0.04998379693866688,2.410274572706185,58.51095093795767
20,78,23,1,SAMS status,0.11424137877595394,0.042843449378656744,2.6664841517841325,62.49743320878527
20,78,23,2,Fish Oil,0.09852960721541469,0.057437116282339544,1.71543443669908,41.70572896249843
20,78,23,3,Interaction SAMS-Fish Oil,0.11733998873285217,0.03865331186011318,3.0357033611377746,67.05870498409956
20,78,24,1,SAMS status,0.033447162553774355,0.013344864862485753,2.5063695210431782,60.10165334344677
20,78,24,2,Fish Oil,0.06290555908350581,0.03361838376986945,1.8711654764285564,46.55737225824231
20,78,24,3,Interaction SAMS-Fish Oil,0.034929467432759626,0.013205856583172028,2.6449982409523956,62.19279149161453
20,78,25,1,SAMS status,0.05037445732351191,0.024165663658160468,2.0845468196567003,52.02794244915603
20,78,25,2,Fish Oil,0.08906737400230116,0.06454473419596721,1.379932462528696,27.532685319430637
20,78,25,3,Interaction SAMS-Fish Oil,0.025108820788638533,0.009400707454023048,2.670950129172797,62.560139589363885
20,78,26,1,SAMS status,0.0379179326803912,0.019514726374229237,1.9430419854856318,48.534308189430796
20,78,26,2,Fish Oil,0.07605601010094558,0.05071992206694834,1.499529317110436,33.31240752751798
20,78,26,3,Interaction SAMS-Fish Oil,0.16007920890787028,0.10604952936978304,1.5094759011111845,33.75184067106598
20,78,27,1,SAMS status,0.21297308312209606,0.053685648768003094,3.9670393859341613,74.79228455493342
20,78,27,2,Fish Oil,0.11385691553987215,0.037574622975670526,3.0301545703757085,66.9983831921812
20,78,27,3,Interaction SAMS-Fish Oil,0.06069549588633734,0.01267316670261047,4.789291998647429,79.12008705498818
20,78,28,1,SAMS status,0.05455813966000409,0.028621344441450928,1.906204642888478,47.539735372551775
20,78,28,2,Fish Oil,0.06800503477302133,0.03546519707785676,1.9175146446734768,47.849159703795394
20,78,28,3,Interaction SAMS-Fish Oil,0.09445468130667621,0.04312677253471438,2.1901634589197707,54.341307452311405
20,78,29,1,SAMS status,0.13488282713673191,0.05879580044355617,2.2940894778058016,56.40972116935661
20,78,29,2,Fish Oil,0.03493247909884351,0.017323168991938385,2.0165178273732653,50.40956313772791
20,78,29,3,Interaction SAMS-Fish Oil,0.04637472231894034,0.00952902896703079,4.866678701407131,79.45210560724166
20,78,30,1,SAMS status,0.04126677072280925,0.021262811707476435,1.9407955678927928,48.474738063950554
20,78,30,2,Fish Oil,0.03466205780081968,0.038184941448570875,0.9077415464288201,-10.163515588124984
20,78,30,3,Interaction SAMS-Fish Oil,0.05781473005474187,0.01192496905479152,4.848207973463175,79.37382213235215
20,78,31,1,SAMS status,0.06294352840750074,0.036449500851595325,1.726869420346145,42.091741956982865
20,78,31,2,Fish Oil,0.0364429367791897,0.031781159506739466,1.1466836750075675,12.791991218205789
20,78,31,3,Interaction SAMS-Fish Oil,0.1391401020255026,0.07240772636116356,1.92161954280243,47.96056255018976
20,78,32,1,SAMS status,0.08918372295955547,0.02490812014849383,3.5805079800431394,72.07100205965882
20,78,32,2,Fish Oil,0.09247836751439863,0.04327989877255555,2.1367510122976667,53.19997537173546
20,78,32,3,Interaction SAMS-Fish Oil,0.08299497307542286,0.03769754209845397,2.201601708107824,54.578523612272534
20,78,33,1,SAMS status,0.07221567806355626,0.04522417512256087,1.5968379272335298,37.37623694018417
